Date,Date,Currency,Currency Pair,Buying,Selling,Mid Rate
2015-08-06,2015-08-06,US Dollar,USDGHS,3.7195,3.7232,3.7214
2015-08-07,2015-08-07,US Dollar,USDGHS,3.7558,3.7596,3.7577
2015-08-10,2015-08-10,US Dollar,USDGHS,3.7784,3.7822,3.7803
2015-08-11,2015-08-11,US Dollar,USDGHS,3.7953,3.7991,3.7972
2015-08-12,2015-08-12,US Dollar,USDGHS,3.825,3.8288,3.8269
2015-08-13,2015-08-13,US Dollar,USDGHS,3.8712,3.8751,3.8732
2015-08-14,2015-08-14,US Dollar,USDGHS,3.9081,3.912,3.9101
2015-08-17,2015-08-17,US Dollar,USDGHS,3.9217,3.9257,3.9237
2015-08-18,2015-08-18,US Dollar,USDGHS,3.9377,3.9417,3.9397
2015-08-19,2015-08-19,US Dollar,USDGHS,3.9601,3.9641,3.9621
2015-08-20,2015-08-20,US Dollar,USDGHS,3.9777,3.9817,3.9797
2015-08-21,2015-08-21,US Dollar,USDGHS,4.0172,4.0212,4.0192
2015-08-24,2015-08-24,US Dollar,USDGHS,4.0326,4.0366,4.0346
2015-08-25,2015-08-25,US Dollar,USDGHS,4.0466,4.0506,4.0486
2015-08-26,2015-08-26,US Dollar,USDGHS,4.058,4.062,4.06
2015-08-27,2015-08-27,US Dollar,USDGHS,4.065,4.0691,4.0671
2015-08-28,2015-08-28,US Dollar,USDGHS,4.0436,4.0476,4.0456
2015-08-31,2015-08-31,US Dollar,USDGHS,3.9211,3.9251,3.9231
2015-09-01,2015-09-01,US Dollar,USDGHS,3.7779,3.7817,3.7798
2015-09-02,2015-09-02,US Dollar,USDGHS,3.7393,3.743,3.7412
2015-09-03,2015-09-03,US Dollar,USDGHS,3.7028,3.7065,3.7047
2015-09-04,2015-09-04,US Dollar,USDGHS,3.7064,3.7101,3.7083
2015-09-07,2015-09-07,US Dollar,USDGHS,3.7064,3.7101,3.7083
2015-09-08,2015-09-08,US Dollar,USDGHS,3.7122,3.7159,3.7141
2015-09-09,2015-09-09,US Dollar,USDGHS,3.7183,3.722,3.7202
2015-09-10,2015-09-10,US Dollar,USDGHS,3.7233,3.7271,3.7252
2015-09-11,2015-09-11,US Dollar,USDGHS,3.7233,3.7271,3.7252
2015-09-14,2015-09-14,US Dollar,USDGHS,3.7842,3.788,3.7861
2015-09-15,2015-09-15,US Dollar,USDGHS,3.8055,3.8093,3.8074
2015-09-16,2015-09-16,US Dollar,USDGHS,3.8303,3.8343,3.8323
2015-09-17,2015-09-17,US Dollar,USDGHS,3.8566,3.8606,3.8586
2015-09-18,2015-09-18,US Dollar,USDGHS,3.8475,3.8513,3.8494
2015-09-21,2015-09-21,,,3.8475,3.8513,3.8494
2015-09-22,2015-09-22,US Dollar,USDGHS,3.8281,3.8319,3.83
2015-09-23,2015-09-23,US Dollar,USDGHS,3.8089,3.8127,3.8108
2015-09-24,2015-09-24,,,3.8089,3.8127,3.8108
2015-09-25,2015-09-25,US Dollar,USDGHS,3.7912,3.795,3.7931
2015-09-28,2015-09-28,US Dollar,USDGHS,3.776,3.7797,3.7779
2015-09-29,2015-09-29,US Dollar,USDGHS,3.7526,3.7564,3.7545
2015-09-30,2015-09-30,US Dollar,USDGHS,3.7234,3.7272,3.7253
2015-10-01,2015-10-01,US Dollar,USDGHS,3.7094,3.7132,3.7113
2015-10-02,2015-10-02,US Dollar,USDGHS,3.7178,3.7216,3.7197
2015-10-05,2015-10-05,US Dollar,USDGHS,3.7061,3.7098,3.708
2015-10-06,2015-10-06,US Dollar,USDGHS,3.7223,3.7261,3.7242
2015-10-07,2015-10-07,US Dollar,USDGHS,3.74,3.7438,3.7419
2015-10-08,2015-10-08,US Dollar,USDGHS,3.7493,3.7531,3.7512
2015-10-09,2015-10-09,US Dollar,USDGHS,3.7634,3.7672,3.7653
2015-10-12,2015-10-12,US Dollar,USDGHS,3.7554,3.7591,3.7573
2015-10-13,2015-10-13,US Dollar,USDGHS,3.7637,3.7675,3.7656
2015-10-14,2015-10-14,US Dollar,USDGHS,3.7653,3.7691,3.7672
2015-10-15,2015-10-15,US Dollar,USDGHS,3.7696,3.7734,3.7715
2015-10-16,2015-10-16,US Dollar,USDGHS,3.7735,3.7773,3.7754
2015-10-19,2015-10-19,US Dollar,USDGHS,3.8015,3.8053,3.8034
2015-10-20,2015-10-20,US Dollar,USDGHS,3.7974,3.8012,3.7993
2015-10-21,2015-10-21,US Dollar,USDGHS,3.7975,3.8013,3.7994
2015-10-22,2015-10-22,US Dollar,USDGHS,3.7933,3.7971,3.7952
2015-10-23,2015-10-23,US Dollar,USDGHS,3.7846,3.7884,3.7865
2015-10-26,2015-10-26,US Dollar,USDGHS,3.7894,3.7932,3.7913
2015-10-27,2015-10-27,US Dollar,USDGHS,3.7756,3.7794,3.7775
2015-10-28,2015-10-28,US Dollar,USDGHS,3.7837,3.7875,3.7856
2015-10-29,2015-10-29,US Dollar,USDGHS,3.7835,3.7873,3.7854
2015-10-30,2015-10-30,US Dollar,USDGHS,3.7877,3.7915,3.7896
2015-11-02,2015-11-02,US Dollar,USDGHS,3.7906,3.7944,3.7925
2015-11-03,2015-11-03,US Dollar,USDGHS,3.7879,3.7917,3.7898
2015-11-04,2015-11-04,US Dollar,USDGHS,3.788,3.7918,3.7899
2015-11-05,2015-11-05,US Dollar,USDGHS,3.7881,3.7919,3.79
2015-11-06,2015-11-06,US Dollar,USDGHS,3.7904,3.7942,3.7923
2015-11-09,2015-11-09,US Dollar,USDGHS,3.7894,3.7932,3.7913
2015-11-10,2015-11-10,US Dollar,USDGHS,3.7894,3.7932,3.7913
2015-11-11,2015-11-11,US Dollar,USDGHS,3.7894,3.7932,3.7913
2015-11-12,2015-11-12,US Dollar,USDGHS,3.7904,3.7942,3.7923
2015-11-13,2015-11-13,US Dollar,USDGHS,3.79,3.7938,3.7919
2015-11-16,2015-11-16,US Dollar,USDGHS,3.7833,3.7871,3.7852
2015-11-17,2015-11-17,US Dollar,USDGHS,3.7877,3.7915,3.7896
2015-11-18,2015-11-18,US Dollar,USDGHS,3.788,3.7918,3.7899
2015-11-19,2015-11-19,US Dollar,USDGHS,3.7835,3.7873,3.7854
2015-11-20,2015-11-20,US Dollar,USDGHS,3.786,3.7898,3.7879
2015-11-23,2015-11-23,US Dollar,USDGHS,3.7846,3.7884,3.7865
2015-11-24,2015-11-24,US Dollar,USDGHS,3.7894,3.7932,3.7913
2015-11-25,2015-11-25,US Dollar,USDGHS,3.7927,3.7965,3.7946
2015-11-26,2015-11-26,US Dollar,USDGHS,3.7927,3.7965,3.7946
2015-11-27,2015-11-27,US Dollar,USDGHS,3.7842,3.788,3.7861
2015-11-30,2015-11-30,US Dollar,USDGHS,3.7913,3.7951,3.7932
2015-12-01,2015-12-01,US Dollar,USDGHS,3.7796,3.7834,3.7815
2015-12-02,2015-12-02,US Dollar,USDGHS,3.7796,3.7834,3.7815
2015-12-03,2015-12-03,US Dollar,USDGHS,3.7936,3.7974,3.7955
2015-12-04,2015-12-04,,,3.7936,3.7974,3.7955
2015-12-07,2015-12-07,US Dollar,USDGHS,3.794,3.7978,3.7959
2015-12-08,2015-12-08,US Dollar,USDGHS,3.7967,3.8005,3.7986
2015-12-09,2015-12-09,US Dollar,USDGHS,3.7903,3.7941,3.7922
2015-12-10,2015-12-10,US Dollar,USDGHS,3.7951,3.7989,3.797
2015-12-11,2015-12-11,US Dollar,USDGHS,3.7941,3.7979,3.796
2015-12-14,2015-12-14,US Dollar,USDGHS,3.79,3.7938,3.7919
2015-12-15,2015-12-15,US Dollar,USDGHS,3.7966,3.8004,3.7985
2015-12-16,2015-12-16,US Dollar,USDGHS,3.7961,3.7999,3.798
2015-12-17,2015-12-17,US Dollar,USDGHS,3.7973,3.8011,3.7992
2015-12-18,2015-12-18,US Dollar,USDGHS,3.7883,3.7921,3.7902
2015-12-21,2015-12-21,US Dollar,USDGHS,3.7953,3.7991,3.7972
2015-12-22,2015-12-22,US Dollar,USDGHS,3.7913,3.7951,3.7932
2015-12-23,2015-12-23,US Dollar,USDGHS,3.7875,3.7913,3.7894
2015-12-24,2015-12-24,US Dollar,USDGHS,3.7959,3.7997,3.7978
2015-12-25,2015-12-25,,,3.7959,3.7997,3.7978
2015-12-28,2015-12-28,,,3.7959,3.7997,3.7978
2015-12-29,2015-12-29,US Dollar,USDGHS,3.7979,3.8017,3.7998
2015-12-30,2015-12-30,US Dollar,USDGHS,3.7925,3.7963,3.7944
2015-12-31,2015-12-31,US Dollar,USDGHS,3.7931,3.7969,3.795
2016-01-01,2016-01-01,,,3.7931,3.7969,3.795
2016-01-04,2016-01-04,US Dollar,USDGHS,3.7804,3.7841,3.7823
2016-01-05,2016-01-05,US Dollar,USDGHS,3.79,3.7938,3.7919
2016-01-06,2016-01-06,US Dollar,USDGHS,3.7948,3.7986,3.7967
2016-01-07,2016-01-07,US Dollar,USDGHS,3.795,3.7988,3.7969
2016-01-08,2016-01-08,US Dollar,USDGHS,3.7967,3.8005,3.7986
2016-01-11,2016-01-11,US Dollar,USDGHS,3.7871,3.7908,3.789
2016-01-12,2016-01-12,US Dollar,USDGHS,3.7972,3.801,3.7991
2016-01-13,2016-01-13,US Dollar,USDGHS,3.7995,3.8033,3.8014
2016-01-14,2016-01-14,US Dollar,USDGHS,3.8041,3.8079,3.806
2016-01-15,2016-01-15,US Dollar,USDGHS,3.8064,3.8102,3.8083
2016-01-18,2016-01-18,US Dollar,USDGHS,3.8064,3.8102,3.8083
2016-01-19,2016-01-19,US Dollar,USDGHS,3.8124,3.8162,3.8143
2016-01-20,2016-01-20,US Dollar,USDGHS,3.8127,3.8165,3.8146
2016-01-21,2016-01-21,US Dollar,USDGHS,3.8129,3.8167,3.8148
2016-01-22,2016-01-22,US Dollar,USDGHS,3.8176,3.8214,3.8195
2016-01-25,2016-01-25,US Dollar,USDGHS,3.8226,3.8264,3.8245
2016-01-26,2016-01-26,US Dollar,USDGHS,3.827,3.8308,3.8289
2016-01-27,2016-01-27,US Dollar,USDGHS,3.8291,3.833,3.8311
2016-01-28,2016-01-28,US Dollar,USDGHS,3.8291,3.833,3.8311
2016-01-29,2016-01-29,US Dollar,USDGHS,3.8325,3.8363,3.8344
2016-02-01,2016-02-01,US Dollar,USDGHS,3.8372,3.841,3.8391
2016-02-02,2016-02-02,US Dollar,USDGHS,3.8428,3.8466,3.8447
2016-02-03,2016-02-03,US Dollar,USDGHS,3.8448,3.8496,3.8472
2016-02-04,2016-02-04,US Dollar,USDGHS,3.8506,3.8545,3.8526
2016-02-05,2016-02-05,US Dollar,USDGHS,3.8569,3.8607,3.8588
2016-02-08,2016-02-08,US Dollar,USDGHS,3.859,3.8628,3.8609
2016-02-09,2016-02-09,US Dollar,USDGHS,3.865,3.8689,3.867
2016-02-10,2016-02-10,US Dollar,USDGHS,3.8717,3.8756,3.8737
2016-02-11,2016-02-11,US Dollar,USDGHS,3.876,3.88,3.878
2016-02-12,2016-02-12,US Dollar,USDGHS,3.8786,3.8824,3.8805
2016-02-15,2016-02-15,US Dollar,USDGHS,3.8786,3.8824,3.8805
2016-02-16,2016-02-16,US Dollar,USDGHS,3.8745,3.8785,3.8765
2016-02-17,2016-02-17,US Dollar,USDGHS,3.884,3.888,3.886
2016-02-18,2016-02-18,US Dollar,USDGHS,3.8851,3.889,3.8871
2016-02-19,2016-02-19,US Dollar,USDGHS,3.8858,3.8896,3.8877
2016-02-22,2016-02-22,US Dollar,USDGHS,3.8918,3.8957,3.8938
2016-02-23,2016-02-23,US Dollar,USDGHS,3.9021,3.9061,3.9041
2016-02-24,2016-02-24,US Dollar,USDGHS,3.9005,3.9045,3.9025
2016-02-25,2016-02-25,US Dollar,USDGHS,3.8735,3.8773,3.8754
2016-02-26,2016-02-26,US Dollar,USDGHS,3.8767,3.8806,3.8787
2016-02-29,2016-02-29,US Dollar,USDGHS,3.8761,3.88,3.8781
2016-03-01,2016-03-01,US Dollar,USDGHS,3.8721,3.8761,3.8741
2016-03-02,2016-03-02,US Dollar,USDGHS,3.8731,3.8769,3.875
2016-03-03,2016-03-03,US Dollar,USDGHS,3.866,3.8698,3.8679
2016-03-04,2016-03-04,US Dollar,USDGHS,3.8573,3.8612,3.8593
2016-03-07,2016-03-07,,,3.8573,3.8612,3.8593
2016-03-08,2016-03-08,US Dollar,USDGHS,3.8574,3.8614,3.8594
2016-03-09,2016-03-09,US Dollar,USDGHS,3.8458,3.8497,3.8478
2016-03-10,2016-03-10,US Dollar,USDGHS,3.8488,3.8527,3.8508
2016-03-11,2016-03-11,US Dollar,USDGHS,3.8439,3.8477,3.8458
2016-03-14,2016-03-14,US Dollar,USDGHS,3.842,3.8458,3.8439
2016-03-15,2016-03-15,US Dollar,USDGHS,3.8404,3.8443,3.8424
2016-03-16,2016-03-16,US Dollar,USDGHS,3.8411,3.8449,3.843
2016-03-17,2016-03-17,US Dollar,USDGHS,3.8451,3.8489,3.847
2016-03-18,2016-03-18,US Dollar,USDGHS,3.8464,3.8502,3.8483
2016-03-21,2016-03-21,US Dollar,USDGHS,3.8466,3.8504,3.8485
2016-03-22,2016-03-22,US Dollar,USDGHS,3.8461,3.85,3.8481
2016-03-23,2016-03-23,US Dollar,USDGHS,3.8326,3.8364,3.8345
2016-03-24,2016-03-24,US Dollar,USDGHS,3.8367,3.8407,3.8387
2016-03-25,2016-03-25,,,3.8367,3.8407,3.8387
2016-03-28,2016-03-28,,,3.8367,3.8407,3.8387
2016-03-29,2016-03-29,US Dollar,USDGHS,3.8345,3.8383,3.8364
2016-03-30,2016-03-30,US Dollar,USDGHS,3.8285,3.8323,3.8304
2016-03-31,2016-03-31,US Dollar,USDGHS,3.8346,3.8384,3.8365
2016-04-01,2016-04-01,US Dollar,USDGHS,3.8285,3.8323,3.8304
2016-04-04,2016-04-04,US Dollar,USDGHS,3.8189,3.8227,3.8208
2016-04-05,2016-04-05,US Dollar,USDGHS,3.8283,3.8321,3.8302
2016-04-06,2016-04-06,US Dollar,USDGHS,3.8281,3.8319,3.83
2016-04-07,2016-04-07,US Dollar,USDGHS,3.8275,3.8313,3.8294
2016-04-08,2016-04-08,US Dollar,USDGHS,3.8218,3.8256,3.8237
2016-04-11,2016-04-11,US Dollar,USDGHS,3.8268,3.8306,3.8287
2016-04-12,2016-04-12,US Dollar,USDGHS,3.8213,3.8251,3.8232
2016-04-13,2016-04-13,US Dollar,USDGHS,3.8276,3.8314,3.8295
2016-04-14,2016-04-14,US Dollar,USDGHS,3.8226,3.8266,3.8246
2016-04-15,2016-04-15,US Dollar,USDGHS,3.8213,3.8251,3.8232
2016-04-18,2016-04-18,US Dollar,USDGHS,3.8242,3.8282,3.8262
2016-04-19,2016-04-19,US Dollar,USDGHS,3.8234,3.8273,3.8254
2016-04-20,2016-04-20,US Dollar,USDGHS,3.8213,3.8251,3.8232
2016-04-21,2016-04-21,US Dollar,USDGHS,3.8155,3.8193,3.8174
2016-04-22,2016-04-22,US Dollar,USDGHS,3.8083,3.8121,3.8102
2016-04-25,2016-04-25,US Dollar,USDGHS,3.8032,3.807,3.8051
2016-04-26,2016-04-26,US Dollar,USDGHS,3.7921,3.7959,3.794
2016-04-27,2016-04-27,US Dollar,USDGHS,3.7951,3.7989,3.797
2016-04-28,2016-04-28,US Dollar,USDGHS,3.7932,3.797,3.7951
2016-04-29,2016-04-29,US Dollar,USDGHS,3.7829,3.7867,3.7848
2016-05-02,2016-05-02,,,3.7829,3.7867,3.7848
2016-05-03,2016-05-03,US Dollar,USDGHS,3.7957,3.7995,3.7976
2016-05-04,2016-05-04,US Dollar,USDGHS,3.7867,3.7905,3.7886
2016-05-05,2016-05-05,US Dollar,USDGHS,3.7991,3.8029,3.801
2016-05-06,2016-05-06,US Dollar,USDGHS,3.8032,3.807,3.8051
2016-05-09,2016-05-09,US Dollar,USDGHS,3.8052,3.809,3.8071
2016-05-10,2016-05-10,US Dollar,USDGHS,3.806,3.8098,3.8079
2016-05-11,2016-05-11,US Dollar,USDGHS,3.8057,3.8095,3.8076
2016-05-12,2016-05-12,US Dollar,USDGHS,3.8044,3.8082,3.8063
2016-05-13,2016-05-13,US Dollar,USDGHS,3.8096,3.8134,3.8115
2016-05-16,2016-05-16,US Dollar,USDGHS,3.8073,3.8113,3.8093
2016-05-17,2016-05-17,US Dollar,USDGHS,3.8114,3.8152,3.8133
2016-05-18,2016-05-18,US Dollar,USDGHS,3.8131,3.8169,3.815
2016-05-19,2016-05-19,US Dollar,USDGHS,3.8162,3.8202,3.8182
2016-05-20,2016-05-20,US Dollar,USDGHS,3.8219,3.8257,3.8238
2016-05-23,2016-05-23,US Dollar,USDGHS,3.8249,3.8287,3.8268
2016-05-24,2016-05-24,US Dollar,USDGHS,3.8266,3.8306,3.8286
2016-05-25,2016-05-25,,,3.8266,3.8306,3.8286
2016-05-26,2016-05-26,US Dollar,USDGHS,3.8272,3.831,3.8291
2016-05-27,2016-05-27,US Dollar,USDGHS,3.8318,3.8356,3.8337
2016-05-30,2016-05-30,US Dollar,USDGHS,3.8318,3.8356,3.8337
2016-05-31,2016-05-31,US Dollar,USDGHS,3.8397,3.8435,3.8416
2016-06-01,2016-06-01,US Dollar,USDGHS,3.8356,3.8394,3.8375
2016-06-02,2016-06-02,US Dollar,USDGHS,3.8382,3.8421,3.8402
2016-06-03,2016-06-03,US Dollar,USDGHS,3.8432,3.8471,3.8452
2016-06-06,2016-06-06,US Dollar,USDGHS,3.8516,3.8556,3.8536
2016-06-07,2016-06-07,US Dollar,USDGHS,3.8557,3.8597,3.8577
2016-06-08,2016-06-08,US Dollar,USDGHS,3.8618,3.8658,3.8638
2016-06-09,2016-06-09,US Dollar,USDGHS,3.8672,3.871,3.8691
2016-06-10,2016-06-10,US Dollar,USDGHS,3.8686,3.8726,3.8706
2016-06-13,2016-06-13,US Dollar,USDGHS,3.872,3.876,3.874
2016-06-14,2016-06-14,US Dollar,USDGHS,3.8792,3.8832,3.8812
2016-06-15,2016-06-15,US Dollar,USDGHS,3.8968,3.9008,3.8988
2016-06-16,2016-06-16,US Dollar,USDGHS,3.8957,3.8997,3.8977
2016-06-17,2016-06-17,US Dollar,USDGHS,3.8974,3.9014,3.8994
2016-06-20,2016-06-20,US Dollar,USDGHS,3.9004,3.9044,3.9024
2016-06-21,2016-06-21,US Dollar,USDGHS,3.9012,3.9051,3.9032
2016-06-22,2016-06-22,US Dollar,USDGHS,3.9029,3.9068,3.9049
2016-06-23,2016-06-23,US Dollar,USDGHS,3.905,3.909,3.907
2016-06-24,2016-06-24,US Dollar,USDGHS,3.9059,3.9098,3.9079
2016-06-27,2016-06-27,US Dollar,USDGHS,3.914,3.9178,3.9159
2016-06-28,2016-06-28,US Dollar,USDGHS,3.917,3.9209,3.919
2016-06-29,2016-06-29,US Dollar,USDGHS,3.921,3.9249,3.923
2016-06-30,2016-06-30,US Dollar,USDGHS,3.924,3.9279,3.926
2016-07-01,2016-07-01,,,3.924,3.9279,3.926
2016-07-04,2016-07-04,US Dollar,USDGHS,3.924,3.9279,3.926
2016-07-05,2016-07-05,US Dollar,USDGHS,3.9276,3.9315,3.9296
2016-07-06,2016-07-06,,,3.9276,3.9315,3.9296
2016-07-07,2016-07-07,US Dollar,USDGHS,3.9287,3.9327,3.9307
2016-07-08,2016-07-08,US Dollar,USDGHS,3.9313,3.9352,3.9333
2016-07-11,2016-07-11,US Dollar,USDGHS,3.9332,3.9372,3.9352
2016-07-12,2016-07-12,US Dollar,USDGHS,3.9345,3.9385,3.9365
2016-07-13,2016-07-13,US Dollar,USDGHS,3.937,3.9408,3.9389
2016-07-14,2016-07-14,US Dollar,USDGHS,3.9385,3.9425,3.9405
2016-07-15,2016-07-15,US Dollar,USDGHS,3.9392,3.9432,3.9412
2016-07-18,2016-07-18,US Dollar,USDGHS,3.9409,3.9449,3.9429
2016-07-19,2016-07-19,US Dollar,USDGHS,3.9424,3.9464,3.9444
2016-07-20,2016-07-20,US Dollar,USDGHS,3.9435,3.9475,3.9455
2016-07-21,2016-07-21,US Dollar,USDGHS,3.9427,3.9467,3.9447
2016-07-22,2016-07-22,US Dollar,USDGHS,3.9386,3.9425,3.9406
2016-07-25,2016-07-25,US Dollar,USDGHS,3.9386,3.9425,3.9406
2016-07-26,2016-07-26,US Dollar,USDGHS,3.9392,3.9432,3.9412
2016-07-27,2016-07-27,US Dollar,USDGHS,3.9443,3.9482,3.9463
2016-07-28,2016-07-28,US Dollar,USDGHS,3.945,3.9488,3.9469
2016-07-29,2016-07-29,US Dollar,USDGHS,3.9431,3.947,3.9451
2016-08-01,2016-08-01,US Dollar,USDGHS,3.9443,3.9483,3.9463
2016-08-02,2016-08-02,US Dollar,USDGHS,3.9445,3.9485,3.9465
2016-08-03,2016-08-03,US Dollar,USDGHS,3.9446,3.9486,3.9466
2016-08-04,2016-08-04,US Dollar,USDGHS,3.9446,3.9486,3.9466
2016-08-05,2016-08-05,US Dollar,USDGHS,3.9429,3.9469,3.9449
2016-08-08,2016-08-08,US Dollar,USDGHS,3.9441,3.9481,3.9461
2016-08-09,2016-08-09,US Dollar,USDGHS,3.945,3.949,3.947
2016-08-10,2016-08-10,US Dollar,USDGHS,3.9434,3.9473,3.9454
2016-08-11,2016-08-11,US Dollar,USDGHS,3.94,3.944,3.942
2016-08-12,2016-08-12,US Dollar,USDGHS,3.9396,3.9436,3.9416
2016-08-15,2016-08-15,US Dollar,USDGHS,3.9403,3.9443,3.9423
2016-08-16,2016-08-16,US Dollar,USDGHS,3.9412,3.9452,3.9432
2016-08-17,2016-08-17,US Dollar,USDGHS,3.9417,3.9456,3.9437
2016-08-18,2016-08-18,US Dollar,USDGHS,3.9419,3.9459,3.9439
2016-08-19,2016-08-19,US Dollar,USDGHS,3.9427,3.9467,3.9447
2016-08-22,2016-08-22,US Dollar,USDGHS,3.9435,3.9475,3.9455
2016-08-23,2016-08-23,US Dollar,USDGHS,3.944,3.948,3.946
2016-08-24,2016-08-24,US Dollar,USDGHS,3.9446,3.9485,3.9466
2016-08-25,2016-08-25,US Dollar,USDGHS,3.9453,3.9492,3.9473
2016-08-26,2016-08-26,US Dollar,USDGHS,3.9443,3.9483,3.9463
2016-08-29,2016-08-29,US Dollar,USDGHS,3.942,3.946,3.944
2016-08-30,2016-08-30,US Dollar,USDGHS,3.9425,3.9465,3.9445
2016-08-31,2016-08-31,US Dollar,USDGHS,3.9436,3.9476,3.9456
2016-09-01,2016-09-01,US Dollar,USDGHS,3.9443,3.9483,3.9463
2016-09-02,2016-09-02,US Dollar,USDGHS,3.9444,3.9483,3.9464
2016-09-05,2016-09-05,US Dollar,USDGHS,3.9444,3.9483,3.9464
2016-09-06,2016-09-06,US Dollar,USDGHS,3.945,3.949,3.947
2016-09-07,2016-09-07,US Dollar,USDGHS,3.948,3.9518,3.9499
2016-09-08,2016-09-08,US Dollar,USDGHS,3.9498,3.9537,3.9518
2016-09-09,2016-09-09,US Dollar,USDGHS,3.9524,3.9564,3.9544
2016-09-12,2016-09-12,,,3.9524,3.9564,3.9544
2016-09-13,2016-09-13,US Dollar,USDGHS,3.9526,3.9566,3.9546
2016-09-14,2016-09-14,US Dollar,USDGHS,3.953,3.957,3.955
2016-09-15,2016-09-15,US Dollar,USDGHS,3.9539,3.9579,3.9559
2016-09-16,2016-09-16,US Dollar,USDGHS,3.9544,3.9584,3.9564
2016-09-19,2016-09-19,US Dollar,USDGHS,3.9552,3.9592,3.9572
2016-09-20,2016-09-20,US Dollar,USDGHS,3.9574,3.9614,3.9594
2016-09-21,2016-09-21,,,3.9574,3.9614,3.9594
2016-09-22,2016-09-22,US Dollar,USDGHS,3.9603,3.9643,3.9623
2016-09-23,2016-09-23,US Dollar,USDGHS,3.9624,3.9664,3.9644
2016-09-26,2016-09-26,US Dollar,USDGHS,3.9644,3.9683,3.9664
2016-09-27,2016-09-27,US Dollar,USDGHS,3.9653,3.9692,3.9673
2016-09-28,2016-09-28,US Dollar,USDGHS,3.9683,3.9723,3.9703
2016-09-29,2016-09-29,US Dollar,USDGHS,3.969,3.9728,3.9709
2016-09-30,2016-09-30,US Dollar,USDGHS,3.9695,3.9735,3.9715
2016-10-03,2016-10-03,US Dollar,USDGHS,3.9716,3.9756,3.9736
2016-10-04,2016-10-04,US Dollar,USDGHS,3.9696,3.9736,3.9716
2016-10-05,2016-10-05,US Dollar,USDGHS,3.9706,3.9746,3.9726
2016-10-06,2016-10-06,US Dollar,USDGHS,3.9705,3.9745,3.9725
2016-10-07,2016-10-07,US Dollar,USDGHS,3.9697,3.9737,3.9717
2016-10-10,2016-10-10,US Dollar,USDGHS,3.9689,3.9729,3.9709
2016-10-11,2016-10-11,US Dollar,USDGHS,3.9671,3.9711,3.9691
2016-10-12,2016-10-12,US Dollar,USDGHS,3.9666,3.9705,3.9686
2016-10-13,2016-10-13,US Dollar,USDGHS,3.9666,3.9705,3.9686
2016-10-14,2016-10-14,US Dollar,USDGHS,3.9654,3.9694,3.9674
2016-10-17,2016-10-17,US Dollar,USDGHS,3.9618,3.9657,3.9638
2016-10-18,2016-10-18,US Dollar,USDGHS,3.9616,3.9655,3.9636
2016-10-19,2016-10-19,US Dollar,USDGHS,3.9618,3.9658,3.9638
2016-10-20,2016-10-20,US Dollar,USDGHS,3.9621,3.9661,3.9641
2016-10-21,2016-10-21,US Dollar,USDGHS,3.9621,3.9661,3.9641
2016-10-24,2016-10-24,US Dollar,USDGHS,3.9622,3.9662,3.9642
2016-10-25,2016-10-25,US Dollar,USDGHS,3.9624,3.9663,3.9644
2016-10-26,2016-10-26,US Dollar,USDGHS,3.9625,3.9664,3.9645
2016-10-27,2016-10-27,US Dollar,USDGHS,3.9632,3.967,3.9651
2016-10-28,2016-10-28,US Dollar,USDGHS,3.9623,3.9663,3.9643
2016-10-31,2016-10-31,US Dollar,USDGHS,3.9621,3.9661,3.9641
2016-11-01,2016-11-01,US Dollar,USDGHS,3.9619,3.9657,3.9638
2016-11-02,2016-11-02,US Dollar,USDGHS,3.962,3.966,3.964
2016-11-03,2016-11-03,US Dollar,USDGHS,3.962,3.966,3.964
2016-11-04,2016-11-04,US Dollar,USDGHS,3.9623,3.9662,3.9643
2016-11-07,2016-11-07,US Dollar,USDGHS,3.963,3.967,3.965
2016-11-08,2016-11-08,US Dollar,USDGHS,3.9632,3.967,3.9651
2016-11-09,2016-11-09,US Dollar,USDGHS,3.9631,3.9671,3.9651
2016-11-10,2016-11-10,US Dollar,USDGHS,3.9633,3.9673,3.9653
2016-11-11,2016-11-11,US Dollar,USDGHS,3.9633,3.9673,3.9653
2016-11-14,2016-11-14,US Dollar,USDGHS,3.9663,3.9703,3.9683
2016-11-15,2016-11-15,US Dollar,USDGHS,3.9704,3.9744,3.9724
2016-11-16,2016-11-16,US Dollar,USDGHS,3.9741,3.9781,3.9761
2016-11-17,2016-11-17,US Dollar,USDGHS,3.9749,3.9789,3.9769
2016-11-18,2016-11-18,US Dollar,USDGHS,3.9753,3.9793,3.9773
2016-11-21,2016-11-21,US Dollar,USDGHS,3.9758,3.9798,3.9778
2016-11-22,2016-11-22,US Dollar,USDGHS,3.9766,3.9806,3.9786
2016-11-23,2016-11-23,US Dollar,USDGHS,3.9773,3.9813,3.9793
2016-11-24,2016-11-24,US Dollar,USDGHS,3.9773,3.9813,3.9793
2016-11-25,2016-11-25,US Dollar,USDGHS,3.9776,3.9816,3.9796
2016-11-28,2016-11-28,US Dollar,USDGHS,3.9779,3.9819,3.9799
2016-11-29,2016-11-29,US Dollar,USDGHS,3.9785,3.9824,3.9805
2016-11-30,2016-11-30,US Dollar,USDGHS,4.0296,4.0336,4.0316
2016-12-01,2016-12-01,US Dollar,USDGHS,4.0302,4.0342,4.0322
2016-12-02,2016-12-02,,,4.0302,4.0342,4.0322
